2.526265e+03	   -0.34215
2.526272e+03	   -0.34221
2.526279e+03	   -0.34243
2.526286e+03	   -0.34235
2.526293e+03	   -0.34220
2.526300e+03	   -0.34198
2.526307e+03	   -0.34183
2.526314e+03	   -0.34174
2.526321e+03	   -0.34155
2.526328e+03	   -0.34140
2.526335e+03	   -0.34129
2.526342e+03	   -0.34116
2.526349e+03	   -0.34122
2.526356e+03	   -0.34118
2.526363e+03	   -0.34107
2.526370e+03	   -0.34106
2.526376e+03	   -0.34107
2.526383e+03	   -0.34105
2.526390e+03	   -0.34099
2.526397e+03	   -0.34095
2.526404e+03	   -0.34088
2.526411e+03	   -0.34076
2.526418e+03	   -0.34064
2.526425e+03	   -0.34074
2.526432e+03	   -0.34071
2.526439e+03	   -0.34070
2.526446e+03	   -0.34072
2.526453e+03	   -0.34077
2.526460e+03	   -0.34074
2.526467e+03	   -0.34086
2.526474e+03	   -0.34065
2.526481e+03	   -0.34044
2.526488e+03	   -0.34028
2.526495e+03	   -0.34020
2.526501e+03	   -0.34001
2.526508e+03	   -0.33995
2.526515e+03	   -0.33982
2.526522e+03	   -0.33963
2.526529e+03	   -0.33952
2.526536e+03	   -0.33960
2.526543e+03	   -0.33949
2.526550e+03	   -0.33953
2.526557e+03	   -0.33956
2.526564e+03	   -0.33941
2.526571e+03	   -0.33940
2.526578e+03	   -0.33928
2.526585e+03	   -0.33906
2.526592e+03	   -0.33878
2.526599e+03	   -0.33833
2.526606e+03	   -0.33807
2.526613e+03	   -0.33781
2.526620e+03	   -0.33749
2.526626e+03	   -0.33723
2.526633e+03	   -0.33711
2.526640e+03	   -0.33676
2.526647e+03	   -0.33660
2.526654e+03	   -0.33636
2.526661e+03	   -0.33622
2.526668e+03	   -0.33602
2.526675e+03	   -0.33587
2.526682e+03	   -0.33565
2.526689e+03	   -0.33541
2.526696e+03	   -0.33519
2.526703e+03	   -0.33503
2.526710e+03	   -0.33487
2.526717e+03	   -0.33467
2.526724e+03	   -0.33447
2.526731e+03	   -0.33436
2.526738e+03	   -0.33432
2.526745e+03	   -0.33417
2.526751e+03	   -0.33404
2.526758e+03	   -0.33403
2.526765e+03	   -0.33398
2.526772e+03	   -0.33399
2.526779e+03	   -0.33399
2.526786e+03	   -0.33396
2.526793e+03	   -0.33388
2.526800e+03	   -0.33381
2.526807e+03	   -0.33362
2.526814e+03	   -0.33344
2.526821e+03	   -0.33318
2.526828e+03	   -0.33300
2.526835e+03	   -0.33260
2.526842e+03	   -0.33229
2.526849e+03	   -0.33204
2.526856e+03	   -0.33175
2.526863e+03	   -0.33167
2.526870e+03	   -0.33145
2.526876e+03	   -0.33130
2.526883e+03	   -0.33119
2.526890e+03	   -0.33118
2.526897e+03	   -0.33107
2.526904e+03	   -0.33100
2.526911e+03	   -0.33084
2.526918e+03	   -0.33079
2.526925e+03	   -0.33073
2.526932e+03	   -0.33090
2.526939e+03	   -0.33083
2.526946e+03	   -0.33085
2.526953e+03	   -0.33101
2.526960e+03	   -0.33120
2.526967e+03	   -0.33141
2.526974e+03	   -0.33163
2.526981e+03	   -0.33195
2.526988e+03	   -0.33210
2.526995e+03	   -0.33236
2.527002e+03	   -0.33247
2.527008e+03	   -0.33278
2.527015e+03	   -0.33297
2.527022e+03	   -0.33332
2.527029e+03	   -0.33371
2.527036e+03	   -0.33387
2.527043e+03	   -0.33429
2.527050e+03	   -0.33475
2.527057e+03	   -0.33505
2.527064e+03	   -0.33541
2.527071e+03	   -0.33592
2.527078e+03	   -0.33625
2.527085e+03	   -0.33666
2.527092e+03	   -0.33697
2.527099e+03	   -0.33731
2.527106e+03	   -0.33770
2.527113e+03	   -0.33814
2.527120e+03	   -0.33841
2.527127e+03	   -0.33864
2.527133e+03	   -0.33875
2.527140e+03	   -0.33884
2.527147e+03	   -0.33881
2.527154e+03	   -0.33886
2.527161e+03	   -0.33884
2.527168e+03	   -0.33882
2.527175e+03	   -0.33889
2.527182e+03	   -0.33884
2.527189e+03	   -0.33887
2.527196e+03	   -0.33886
2.527203e+03	   -0.33892
2.527210e+03	   -0.33898
2.527217e+03	   -0.33906
2.527224e+03	   -0.33917
2.527231e+03	   -0.33929
2.527238e+03	   -0.33942
2.527245e+03	   -0.33951
2.527252e+03	   -0.33976
2.527258e+03	   -0.33993
2.527265e+03	   -0.34013
2.527272e+03	   -0.34033
2.527279e+03	   -0.34039
2.527286e+03	   -0.34033
2.527293e+03	   -0.34035
2.527300e+03	   -0.34043
2.527307e+03	   -0.34050
2.527314e+03	   -0.34079
2.527321e+03	   -0.34090
2.527328e+03	   -0.34107
2.527335e+03	   -0.34113
2.527342e+03	   -0.34141
2.527349e+03	   -0.34150
2.527356e+03	   -0.34173
2.527363e+03	   -0.34192
2.527370e+03	   -0.34208
2.527377e+03	   -0.34228
2.527383e+03	   -0.34250
